,Code,Title,CRN,Course Time,Professor,WRIT,DIAP,FYS,SOPH,CBLR,CSE,Department,Course Code,Previous Professor,Previous Semester,Course Rating,Previous Professor Rating,Average Hours,Maximum Hours,Number of Respondents,Class Size,Same Professor
628,CSCI 1810,Computational Molecular Biology,16069,TTh 2:30-3:50p,S. Istrail,0,0,0,0,0,0,CSCI,1810,S. Istrail,Fall 2018,3.98,4.42,6.18,11.73,22,45,True
629,CSCI 1820,Algorithmic Foundations of Computational Biology,26269,TTh 2:30-3:50p,S. Istrail,0,0,0,0,0,0,CSCI,1820,S. Istrail,Spring 2020,4.08,4.40,7.6,15.4,5,20,True
630,CSCI 1950N,2D Game Engines,16071,M 3-5:30p,J. Tompkin,0,0,0,0,0,0,CSCI,1950N,J. Tompkin,Fall 2020,3.96,4.28,10.33,19.83,6,12,True
631,CSCI 1950U,Topics in 3D Game Engine Development,27494,M 3-5:30p,D. Ritchie,0,0,0,0,0,0,CSCI,1950U,D. Ritchie,Spring 2019,3.4,4.07,19.6,28.0,5,6,True
632,CSCI 1951A,Data Science,26270,MW 3-4:20p,L. De Stefani,0,0,0,0,0,0,CSCI,1951A,T. Kraska,Spring 2016,3.5,4.19,8.37,17.28,86,198,False
633,CSCI 1951A,Data Science,26270,MW 3-4:20p,L. De Stefani,0,0,0,0,0,0,CSCI,1951A,T. Kraska,Spring 2014,4.42,4.79,7.73,15.29,22,44,False
634,CSCI 1951A,Data Science,27063,TBA,L. De Stefani,0,0,0,0,0,0,CSCI,1951A,T. Kraska,Spring 2016,3.5,4.19,8.37,17.28,86,198,False
635,CSCI 1951A,Data Science,27063,TBA,L. De Stefani,0,0,0,0,0,0,CSCI,1951A,T. Kraska,Spring 2014,4.42,4.79,7.73,15.29,22,44,False
636,CSCI 1951L,Blockchains and Cryptocurrencies,26272,TTh 1-2:20p,M. Herlihy,0,0,0,0,0,0,CSCI,1951L,M. Herlihy,Spring 2019,3.92,4.42,5.13,11.33,24,45,True
637,CSCI 1951T,Surveying VR Data Visualization Software for Research,26273,TTh 10:30-11:50a,D. Laidlaw,0,0,0,0,0,0,CSCI,1951T,D. Laidlaw,Spring 2021,3.72,4.71,7.0,9.25,4,10,True
638,CSCI 1951V,Hypertext/Hypermedia: The Web Was Not the Beginning and the Web Is Not the End,16832,W 3-5:30p,van Dam/Meyrowitz,0,0,0,0,0,0,CSCI,1951V,A. van Dam,Fall 2020,3.99,4.67,6.22,14.22,9,22,False
639,CSCI 1951V,Hypertext/Hypermedia: The Web Was Not the Beginning and the Web Is Not the End,18454,Th 4-6p,TBD,0,0,0,0,0,0,CSCI,1951V,A. van Dam,Fall 2020,3.99,4.67,6.22,14.22,9,22,False
640,CSCI 1951V,Hypertext/Hypermedia: The Web Was Not the Beginning and the Web Is Not the End,18455,F 3-5p,TBD,0,0,0,0,0,0,CSCI,1951V,A. van Dam,Fall 2020,3.99,4.67,6.22,14.22,9,22,False
641,CSCI 2240,Interactive Computer Graphics,26274,MWF 11-11:50a,D. Ritchie,0,0,0,0,0,0,CSCI,2240,D. Ritchie,Spring 2021,4.48,4.93,19.14,37.57,7,21,True
642,CSCI 2370,Interdisciplinary Scientific Visualization,17843,TTh 10:30-11:50a,D. Laidlaw,0,0,0,0,0,0,CSCI,2370,D. Laidlaw,Fall 2018,4.69,4.92,8.25,9.75,4,4,True
643,CSCI 2390,Privacy-Conscious Computer Systems,16076,TTh 2:30-3:50p,M. Schwarzkopf,0,0,0,0,0,0,CSCI,2390,M. Schwarzkopf,Fall 2020,4.03,4.98,7.78,14.11,9,17,True
644,CSCI 2470,Deep Learning,16077,MWF 12-12:50p,C. Sun,0,0,0,0,0,0,CSCI,2470,D. Ritchie,Fall 2020,4.33,4.79,9.33,16.67,18,47,False
645,CSCI 2470,Deep Learning,26262,MWF 12-12:50p,R. Singh,0,0,0,0,0,0,CSCI,2470,D. Ritchie,Fall 2020,4.33,4.79,9.33,16.67,18,47,False
646,CSCI 2470,Deep Learning,18211,Course offered online,C. Sun,0,0,0,0,0,0,CSCI,2470,D. Ritchie,Fall 2020,4.33,4.79,9.33,16.67,18,47,False
647,CSCI 2470,Deep Learning,27449,Course offered online,R. Singh,0,0,0,0,0,0,CSCI,2470,D. Ritchie,Fall 2020,4.33,4.79,9.33,16.67,18,47,False
648,CSCI 2540,Advanced Probabilistic Methods in Computer Science,26265,TTh 1-2:20p,E. Upfal,0,0,0,0,0,0,CSCI,2540,E. Upfal,Spring 2021,3.28,3.21,6.5,13.75,4,9,True
649,CSCI 2540,Advanced Probabilistic Methods in Computer Science,27064,TBA,E. Upfal,0,0,0,0,0,0,CSCI,2540,E. Upfal,Spring 2021,3.28,3.21,6.5,13.75,4,9,True
650,CSCI 2820,Algorithmic Foundations of Computational Biology,27483,TTh 2:30-3:50p,S. Istrail,0,0,0,0,0,0,CSCI,2820,S. Istrail,Fall 2012,3.91,3.83,6.11,12.22,9,14,True
651,CSCI 2951F,Learning and Sequential Decision Making,16078,TTh 2:30-3:50p,M. Littman,0,0,0,0,0,0,CSCI,2951F,M. Littman,Fall 2017,4.6,4.69,4.95,16.18,20,44,True
652,CSCI 2951O,Foundations of Prescriptive Analytics,26313,F 3-5:30p,S. Kadioglu,0,0,0,0,0,0,CSCI,2951O,S. Kadioglu,Spring 2021,3.65,4.25,8.67,22.33,6,18,True
653,CSCI 2951X,Reintegrating AI,16079,W 3-5:30p,G. Konidaris,0,0,0,0,0,0,CSCI,2951X,G. Konidaris,Spring 2020,4.38,4.91,10.67,20.44,9,34,True
654,CSCI 2952G,Deep Learning in Genomics,16081,TTh 1-2:20p,R. Singh,0,0,0,0,0,0,CSCI,2952G,R. Singh,Fall 2020,4.36,4.95,5.57,9.0,7,16,True
655,DATA 0200,Data Science Fluency,26425,TTh 2:30-3:50p,L. Clark,0,0,0,0,0,0,DATA,0200,L. Clark,Fall 2020,4.0,4.71,2.85,5.62,13,26,True
656,DATA 1030,Hands-on Data Science,17952,TTh 10:30-11:50a,A. Zsom,0,0,0,0,0,0,DATA,1030,A. Zsom,Fall 2020,4.63,4.76,9.11,17.72,18,36,True
657,DATA 2040,Deep Learning and Special Topics in Data Science,26298,TTh 10:30-11:50a,A. Zsom,0,0,0,0,0,0,DATA,2040,D. Potter,Spring 2021,3.99,4.09,16.78,33.44,9,39,False
658,ARAB 0100,First-Year Arabic,16227,MW 11-11:50a; TTh 10:30-11:50a,A. Hassan,0,0,0,0,0,0,ARAB,0100,E. Belmont Flores,Spring 2021,4.72,5.00,4.5,6.75,4,12,False
659,ARAB 0100,First-Year Arabic,16227,MW 11-11:50a; TTh 10:30-11:50a,A. Hassan,0,0,0,0,0,0,ARAB,0100,Gomaa,Fall 2005,4.28,3.95,,,12,11,False
660,ARAB 0100,First-Year Arabic,16227,MW 11-11:50a; TTh 10:30-11:50a,A. Hassan,0,0,0,0,0,0,ARAB,0100,Sharlet,Fall 2001,4.33,4.28,,,20,22,False
661,ARAB 0100,First-Year Arabic,16228,MW 1-1:50p; TTh 1-2:20p,A. Hassan,0,0,0,0,0,0,ARAB,0100,E. Belmont Flores,Spring 2021,4.72,5.00,4.5,6.75,4,12,False
662,ARAB 0100,First-Year Arabic,16228,MW 1-1:50p; TTh 1-2:20p,A. Hassan,0,0,0,0,0,0,ARAB,0100,Gomaa,Fall 2005,4.28,3.95,,,12,11,False
663,ARAB 0100,First-Year Arabic,16228,MW 1-1:50p; TTh 1-2:20p,A. Hassan,0,0,0,0,0,0,ARAB,0100,Sharlet,Fall 2001,4.33,4.28,,,20,22,False
664,ARAB 0100,First-Year Arabic,16229,MW 2-2:50p; TTh 2:30-3:50p,M. Faiza,0,0,0,0,0,0,ARAB,0100,E. Belmont Flores,Spring 2021,4.72,5.00,4.5,6.75,4,12,False
665,ARAB 0100,First-Year Arabic,16229,MW 2-2:50p; TTh 2:30-3:50p,M. Faiza,0,0,0,0,0,0,ARAB,0100,Gomaa,Fall 2005,4.28,3.95,,,12,11,False
666,ARAB 0100,First-Year Arabic,16229,MW 2-2:50p; TTh 2:30-3:50p,M. Faiza,0,0,0,0,0,0,ARAB,0100,Sharlet,Fall 2001,4.33,4.28,,,20,22,False
667,ARAB 0200,First-Year Arabic,24870,MW 11-11:50a; TTh 10:30-11:50a,A. Hassan,0,0,0,0,0,0,ARAB,0200,M. El-Sharkawi,Spring 2011,4.32,4.69,8.4,12.4,5,6,False
668,ARAB 0200,First-Year Arabic,24870,MW 11-11:50a; TTh 10:30-11:50a,A. Hassan,0,0,0,0,0,0,ARAB,0200,Bennis,Spring 2001,2.87,3.07,,,12,16,False
669,ARAB 0200,First-Year Arabic,24871,MW 1-1:50p; TTh 1-2:20p,A. Hassan,0,0,0,0,0,0,ARAB,0200,M. El-Sharkawi,Spring 2011,4.32,4.69,8.4,12.4,5,6,False
670,ARAB 0200,First-Year Arabic,24871,MW 1-1:50p; TTh 1-2:20p,A. Hassan,0,0,0,0,0,0,ARAB,0200,Bennis,Spring 2001,2.87,3.07,,,12,16,False
671,ARAB 0200,First-Year Arabic,24872,MW 2-2:50p; TTh 2:30-3:50p,M. Faiza,0,0,0,0,0,0,ARAB,0200,M. El-Sharkawi,Spring 2011,4.32,4.69,8.4,12.4,5,6,False
672,ARAB 0200,First-Year Arabic,24872,MW 2-2:50p; TTh 2:30-3:50p,M. Faiza,0,0,0,0,0,0,ARAB,0200,Bennis,Spring 2001,2.87,3.07,,,12,16,False
673,ARAB 0300,Second-Year Arabic,16515,MW 11-11:50a; TTh 10:30-11:50a,E. Belmont Flores,0,0,0,0,0,0,ARAB,0300,M. Christoff,Fall 2010,4.56,4.75,9.33,15.0,9,12,False
674,ARAB 0300,Second-Year Arabic,16515,MW 11-11:50a; TTh 10:30-11:50a,E. Belmont Flores,0,0,0,0,0,0,ARAB,0300,Sharlet,Fall 2001,4.27,4.52,,,11,11,False
675,ARAB 0300,Second-Year Arabic,16516,MW 1-1:50p; TTh 1-2:20p,E. Belmont Flores,0,0,0,0,0,0,ARAB,0300,M. Christoff,Fall 2010,4.56,4.75,9.33,15.0,9,12,False
676,ARAB 0300,Second-Year Arabic,16516,MW 1-1:50p; TTh 1-2:20p,E. Belmont Flores,0,0,0,0,0,0,ARAB,0300,Sharlet,Fall 2001,4.27,4.52,,,11,11,False
677,ARAB 0400,Second-Year Arabic,25017,MW 11-11:50a; TTh 10:30-11:50a,E. Belmont Flores,0,0,0,0,0,0,ARAB,0400,M. El-Sharkawi,Spring 2010,4.55,4.87,6.67,11.75,12,17,False
678,ARAB 0400,Second-Year Arabic,25017,MW 11-11:50a; TTh 10:30-11:50a,E. Belmont Flores,0,0,0,0,0,0,ARAB,0400,Bennis,Spring 2001,3.76,3.89,,,5,12,False
679,ARAB 0400,Second-Year Arabic,25018,MW 1-1:50p; TTh 1-2:20p,E. Belmont Flores,0,0,0,0,0,0,ARAB,0400,M. El-Sharkawi,Spring 2010,4.55,4.87,6.67,11.75,12,17,False
680,ARAB 0400,Second-Year Arabic,25018,MW 1-1:50p; TTh 1-2:20p,E. Belmont Flores,0,0,0,0,0,0,ARAB,0400,Bennis,Spring 2001,3.76,3.89,,,5,12,False
681,ARAB 0500,Third-Year Arabic,16225,MTWTh 11-11:50a,M. Faiza,0,0,0,0,0,0,ARAB,0500,M. El-Sharkawi,Fall 2010,4.63,4.79,5.92,10.27,13,18,False
682,ARAB 0500,Third-Year Arabic,16225,MTWTh 11-11:50a,M. Faiza,0,0,0,0,0,0,ARAB,0500,Sharlet,Fall 2001,4.01,4.08,,,4,5,False
683,ARAB 0500,Third-Year Arabic,16226,MTWTh 12-12:50p,M. Faiza,0,0,0,0,0,0,ARAB,0500,M. El-Sharkawi,Fall 2010,4.63,4.79,5.92,10.27,13,18,False
684,ARAB 0500,Third-Year Arabic,16226,MTWTh 12-12:50p,M. Faiza,0,0,0,0,0,0,ARAB,0500,Sharlet,Fall 2001,4.01,4.08,,,4,5,False
685,ARAB 0600,Third-Year Arabic,25016,MTWTh 12-12:50p,M. Faiza,0,0,0,0,0,0,ARAB,0600,M. El-Sharkawi,Spring 2011,4.75,4.93,4.69,7.46,15,19,False
686,ARAB 0700,Advanced Arabic:  Tales of the City,16185,MW 3-4:20p,A. Hassan,0,0,0,0,0,0,ARAB,0700,M. Christoff,Fall 2015,4.78,4.89,4.0,8.25,4,4,False
687,ARAB 0700,Advanced Arabic:  Tales of the City,16185,MW 3-4:20p,A. Hassan,0,0,0,0,0,0,ARAB,0700,M. Christoff,Fall 2012,4.17,4.47,3.5,7.67,9,12,False
688,HNDI 0200,Beginning Hindi or Urdu,24873,MTWThF 12-12:50p,R. Mishra,0,0,0,0,0,0,HNDI,0200,A. Koul,Spring 2020,4.55,4.93,4.4,7.2,5,21,False
689,HNDI 0200,Beginning Hindi or Urdu,24873,MTWThF 12-12:50p,R. Mishra,0,0,0,0,0,0,HNDI,0200,A. Koul,Spring 2007,4.32,4.40,,,15,15+,False
690,HNDI 0400,Intermediate Hindi-Urdu,24874,MTWThF 1-1:50p,R. Mishra,0,0,0,0,0,0,HNDI,0400,A. Koul,Spring 2020,4.33,4.90,3.6,5.0,5,10,False
691,PRSN 0100,Basic Persian,16476,MWF 9-9:50a,M. Quay,0,0,0,0,0,0,PRSN,0100,I. Anvar,Fall 2019,4.3,4.36,4.71,5.43,7,7,False
692,PRSN 0200,Basic Persian,25560,MWF 9-9:50a,M. Quay,0,0,0,0,0,0,PRSN,0200,I. Anvar,Spring 2018,4.19,4.47,4.67,8.17,6,7,False
693,PRSN 0300,Intermediate Persian Language and Culture,16953,MWF 2-2:50p,M. Quay,0,0,0,0,0,0,PRSN,0300,I. Anvar,Fall 2016,4.56,4.61,5.29,8.83,7,7,False
694,PRSN 0400,Intermediate Persian Language and Culture,25561,MWF 2-2:50p,M. Quay,0,0,0,0,0,0,PRSN,0400,I. Anvar,Spring 2017,4.65,4.68,4.2,5.75,6,6,False
695,SIGN 0100,"American Sign Language I, II",16505,MTWThF 11-11:50a,H. Nowicki,0,0,0,0,0,0,SIGN,0100,H. Nowicki,Fall 2020,4.39,4.14,2.71,4.43,7,14,True
696,SIGN 0100,"American Sign Language I, II",16505,MTWThF 11-11:50a,H. Nowicki,0,0,0,0,0,0,SIGN,0100,A. Belozovsky,Fall 2005,5.0,4.83,,,4,4,False
697,SIGN 0100,"American Sign Language I, II",16506,MTWThF 12-12:50p,H. Nowicki,0,0,0,0,0,0,SIGN,0100,H. Nowicki,Fall 2020,4.39,4.14,2.71,4.43,7,14,True
698,SIGN 0100,"American Sign Language I, II",16506,MTWThF 12-12:50p,H. Nowicki,0,0,0,0,0,0,SIGN,0100,A. Belozovsky,Fall 2005,5.0,4.83,,,4,4,False
699,SIGN 0100,"American Sign Language I, II",16507,MTWThF 2-2:50p,H. Nowicki,0,0,0,0,0,0,SIGN,0100,H. Nowicki,Fall 2020,4.39,4.14,2.71,4.43,7,14,True
700,SIGN 0100,"American Sign Language I, II",16507,MTWThF 2-2:50p,H. Nowicki,0,0,0,0,0,0,SIGN,0100,A. Belozovsky,Fall 2005,5.0,4.83,,,4,4,False
701,SIGN 0200,"American Sign Language I, II",25008,MTWThF 11-11:50a,H. Nowicki,0,0,0,0,0,0,SIGN,0200,N. Busch,Spring 2014,4.41,5.00,3.5,5.0,4,7,False
702,SIGN 0200,"American Sign Language I, II",25008,MTWThF 11-11:50a,H. Nowicki,0,0,0,0,0,0,SIGN,0200,A. Belozovsky,Spring 2007,4.49,4.55,,,11,16,False
703,SIGN 0200,"American Sign Language I, II",25008,MTWThF 11-11:50a,H. Nowicki,0,0,0,0,0,0,SIGN,0200,A. Belozovsky,Spring 2006,4.99,4.72,,,7,7,False
704,SIGN 0200,"American Sign Language I, II",25009,MTWThF 12-12:50p,H. Nowicki,0,0,0,0,0,0,SIGN,0200,N. Busch,Spring 2014,4.41,5.00,3.5,5.0,4,7,False
705,SIGN 0200,"American Sign Language I, II",25009,MTWThF 12-12:50p,H. Nowicki,0,0,0,0,0,0,SIGN,0200,A. Belozovsky,Spring 2007,4.49,4.55,,,11,16,False
706,SIGN 0200,"American Sign Language I, II",25009,MTWThF 12-12:50p,H. Nowicki,0,0,0,0,0,0,SIGN,0200,A. Belozovsky,Spring 2006,4.99,4.72,,,7,7,False
707,SIGN 0200,"American Sign Language I, II",25010,MTWThF 2-2:50p,H. Nowicki,0,0,0,0,0,0,SIGN,0200,N. Busch,Spring 2014,4.41,5.00,3.5,5.0,4,7,False
708,SIGN 0200,"American Sign Language I, II",25010,MTWThF 2-2:50p,H. Nowicki,0,0,0,0,0,0,SIGN,0200,A. Belozovsky,Spring 2007,4.49,4.55,,,11,16,False
709,SIGN 0200,"American Sign Language I, II",25010,MTWThF 2-2:50p,H. Nowicki,0,0,0,0,0,0,SIGN,0200,A. Belozovsky,Spring 2006,4.99,4.72,,,7,7,False
710,SIGN 0300,American Sign Language III,16508,MWF 12-12:50p,T. Riker,0,0,0,0,0,0,SIGN,0300,T. Riker,Fall 2017,4.45,4.90,4.2,7.2,10,13,True
711,SIGN 0300,American Sign Language III,16508,MWF 12-12:50p,T. Riker,0,0,0,0,0,0,SIGN,0300,A. Belozovsky,Fall 2005,3.89,3.89,,,17,18,False
712,SIGN 0300,American Sign Language III,16509,MWF 1-1:50p,T. Riker,0,0,0,0,0,0,SIGN,0300,T. Riker,Fall 2017,4.45,4.90,4.2,7.2,10,13,True
713,SIGN 0300,American Sign Language III,16509,MWF 1-1:50p,T. Riker,0,0,0,0,0,0,SIGN,0300,A. Belozovsky,Fall 2005,3.89,3.89,,,17,18,False
714,SIGN 0400,American Sign Language IV,25011,MWF 12-12:50p,T. Riker,0,0,0,0,0,0,SIGN,0400,T. Riker,Spring 2013,4.27,4.57,1.2,2.8,5,5,True
715,SIGN 0400,American Sign Language IV,25011,MWF 12-12:50p,T. Riker,0,0,0,0,0,0,SIGN,0400,A. Belozovsky,Spring 2006,3.95,3.67,,,9,12,False
716,SIGN 0400,American Sign Language IV,25012,MWF 2-2:50p,T. Riker,0,0,0,0,0,0,SIGN,0400,T. Riker,Spring 2013,4.27,4.57,1.2,2.8,5,5,True
717,SIGN 0400,American Sign Language IV,25012,MWF 2-2:50p,T. Riker,0,0,0,0,0,0,SIGN,0400,A. Belozovsky,Spring 2006,3.95,3.67,,,9,12,False
718,SIGN 0500,American Sign Language V,16511,MWF 2-2:50p,T. Riker,0,0,0,0,0,0,SIGN,0500,T. Riker,Fall 2013,4.61,4.79,1.0,2.75,5,5,True
719,TKSH 0100,Introduction to Turkish Language and Culture I,16649,MWThF 2-2:50p,E. Ozdemir,0,0,0,0,0,0,TKSH,0100,E. Balci,Fall 2018,4.79,5.00,4.67,7.67,3,3,False
720,TKSH 0300,Intermediate Turkish,16647,MWThF 11-11:50a,E. Ozdemir,0,0,0,0,0,0,TKSH,0300,E. Balci,Fall 2016,4.09,4.81,2.0,3.0,3,3,False
721,TKSH 0400,Intermediate Turkish II,25127,MWThF 11-11:50a,E. Ozdemir,0,0,0,0,0,0,TKSH,0400,E. Balci,Spring 2017,3.72,4.44,2.0,4.33,3,4,False
722,CHIN 0100,Basic Chinese,17485,MWF 9-9:50a; TTh 9:30-10:20a,Team,0,0,0,0,0,0,CHIN,0100,Y. Wang,Fall 2016,4.8,4.79,4.75,7.71,8,11,False
723,CHIN 0100,Basic Chinese,17486,MWF 10-10:50a; TTh 10:30-11:20a,Team,0,0,0,0,0,0,CHIN,0100,Y. Wang,Fall 2016,4.8,4.79,4.75,7.71,8,11,False
724,CHIN 0100,Basic Chinese,17487,MWF 1-1:50p; TTh 1:30-2:20p,Team,0,0,0,0,0,0,CHIN,0100,Y. Wang,Fall 2016,4.8,4.79,4.75,7.71,8,11,False
725,CHIN 0100,Basic Chinese,17488,MWF 2-2:50p; TTh 2:30-3:20p,Team,0,0,0,0,0,0,CHIN,0100,Y. Wang,Fall 2016,4.8,4.79,4.75,7.71,8,11,False
726,CHIN 0200,Basic Chinese,25854,MWF 9-9:50a; TTh 9:30-10:20a,Team,0,0,0,0,0,0,CHIN,0200,Y. Wang,Spring 2017,4.82,4.90,5.92,11.5,13,11,False
727,CHIN 0200,Basic Chinese,25855,MWF 10-10:50a; TTh 10:30-11:20a,Team,0,0,0,0,0,0,CHIN,0200,Y. Wang,Spring 2017,4.82,4.90,5.92,11.5,13,11,False
728,CHIN 0200,Basic Chinese,25856,MWF 1-1:50p; TTh 1:30-2:20p,Team,0,0,0,0,0,0,CHIN,0200,Y. Wang,Spring 2017,4.82,4.90,5.92,11.5,13,11,False
729,CHIN 0200,Basic Chinese,25857,MWF 2-2:50p; TTh 2:30-3:20p,Team,0,0,0,0,0,0,CHIN,0200,Y. Wang,Spring 2017,4.82,4.90,5.92,11.5,13,11,False
730,CHIN 0300,Intermediate Chinese,17489,MTWThF 12-12:50p,Team,0,0,0,0,0,0,CHIN,0300,L. Jiao,Fall 2019,4.72,4.80,6.8,8.0,5,5,False
731,CHIN 0300,Intermediate Chinese,17490,MTWThF 1-1:50p,Team,0,0,0,0,0,0,CHIN,0300,L. Jiao,Fall 2019,4.72,4.80,6.8,8.0,5,5,False
732,CHIN 0300,Intermediate Chinese,17491,MWF 2-2:50p; TTh 2:30-3:20p,Team,0,0,0,0,0,0,CHIN,0300,L. Jiao,Fall 2019,4.72,4.80,6.8,8.0,5,5,False
733,CHIN 0400,Intermediate Chinese,25858,MTWThF 12-12:50p,Team,0,0,0,0,0,0,CHIN,0400,J. Huang Hsieh,Spring 2019,4.64,4.89,6.82,10.73,11,14,False
734,CHIN 0400,Intermediate Chinese,25859,MTWThF 1-1:50p,Team,0,0,0,0,0,0,CHIN,0400,J. Huang Hsieh,Spring 2019,4.64,4.89,6.82,10.73,11,14,False
735,CHIN 0400,Intermediate Chinese,25860,MWF 2-2:50p; TTh 2:30-3:20p,Team,0,0,0,0,0,0,CHIN,0400,J. Huang Hsieh,Spring 2019,4.64,4.89,6.82,10.73,11,14,False
736,CHIN 0450,Advanced Chinese for Heritage Learners,25866,MWF 10-10:50a; TTh 12-12:50p,L. Jiao,0,0,0,0,0,0,CHIN,0450,L. Hu,Spring 2018,4.66,4.88,6.86,10.71,7,7,False
737,CHIN 0500,Advanced Modern Chinese I,17492,MWF 9-9:50a; TTh 9:30-10:20a,Team,0,0,0,0,0,0,CHIN,0500,Y. Wang,Fall 2020,4.83,4.93,5.6,8.2,5,15,False
738,CHIN 0500,Advanced Modern Chinese I,17492,MWF 9-9:50a; TTh 9:30-10:20a,Team,0,0,0,0,0,0,CHIN,0500,zhang,Fall 2001,4.17,3.95,,,12,13,False
739,CHIN 0500,Advanced Modern Chinese I,17493,MTWThF 11-11:50a,Team,0,0,0,0,0,0,CHIN,0500,Y. Wang,Fall 2020,4.83,4.93,5.6,8.2,5,15,False
740,CHIN 0500,Advanced Modern Chinese I,17493,MTWThF 11-11:50a,Team,0,0,0,0,0,0,CHIN,0500,zhang,Fall 2001,4.17,3.95,,,12,13,False
741,CHIN 0500,Advanced Modern Chinese I,17494,MTWThF 12-12:50p,Team,0,0,0,0,0,0,CHIN,0500,Y. Wang,Fall 2020,4.83,4.93,5.6,8.2,5,15,False
742,CHIN 0500,Advanced Modern Chinese I,17494,MTWThF 12-12:50p,Team,0,0,0,0,0,0,CHIN,0500,zhang,Fall 2001,4.17,3.95,,,12,13,False
743,CHIN 0600,Advanced Modern Chinese I,25861,MTWThF 9-9:50a,Chen/Su,0,0,0,0,0,0,CHIN,0600,Y. Wang,Spring 2019,4.58,5.00,5.8,8.8,5,7,False
744,CHIN 0600,Advanced Modern Chinese I,25861,MTWThF 9-9:50a,Chen/Su,0,0,0,0,0,0,CHIN,0600,Y. Wang,Spring 2006,,(n/a),,,9,12,False
745,CHIN 0600,Advanced Modern Chinese I,25862,MTWThF 11-11:50a,Chen/Su,0,0,0,0,0,0,CHIN,0600,Y. Wang,Spring 2019,4.58,5.00,5.8,8.8,5,7,False
746,CHIN 0600,Advanced Modern Chinese I,25862,MTWThF 11-11:50a,Chen/Su,0,0,0,0,0,0,CHIN,0600,Y. Wang,Spring 2006,,(n/a),,,9,12,False
747,CHIN 0600,Advanced Modern Chinese I,25863,MTWThF 12-12:50p,Chen/Su,0,0,0,0,0,0,CHIN,0600,Y. Wang,Spring 2019,4.58,5.00,5.8,8.8,5,7,False
748,CHIN 0600,Advanced Modern Chinese I,25863,MTWThF 12-12:50p,Chen/Su,0,0,0,0,0,0,CHIN,0600,Y. Wang,Spring 2006,,(n/a),,,9,12,False
749,CHIN 0700,Advanced Modern Chinese II,17495,MWF 10-10:50a,Y. Wang,0,0,0,0,0,0,CHIN,0700,L. Hu,Fall 2020,3.65,4.55,3.36,7.09,11,18,False
750,CHIN 0700,Advanced Modern Chinese II,17496,MWF 11-11:50a,Y. Wang,0,0,0,0,0,0,CHIN,0700,L. Hu,Fall 2020,3.65,4.55,3.36,7.09,11,18,False
751,CHIN 0800,Advanced Modern Chinese II,25864,MWF 10-10:50a,Y. Wang,0,0,0,0,0,0,CHIN,0800,L. Hu,Spring 2021,4.09,4.88,5.0,8.75,4,13,False
752,CHIN 0800,Advanced Modern Chinese II,25864,MWF 10-10:50a,Y. Wang,0,0,0,0,0,0,CHIN,0800,Hess,Spring 2001,5.0,5.00,,,5,5,False
753,CHIN 0800,Advanced Modern Chinese II,25865,MWF 11-11:50a,Y. Wang,0,0,0,0,0,0,CHIN,0800,L. Hu,Spring 2021,4.09,4.88,5.0,8.75,4,13,False
754,CHIN 0800,Advanced Modern Chinese II,25865,MWF 11-11:50a,Y. Wang,0,0,0,0,0,0,CHIN,0800,Hess,Spring 2001,5.0,5.00,,,5,5,False
755,CHIN 0920D,Business Chinese,25867,TTh 1-2:20p,Y. Wang,0,0,0,0,0,0,CHIN,0920D,Y. Wang,Spring 2017,4.71,4.91,5.29,7.43,8,8,True
756,CHIN 1040,Modern Chinese Literature,17499,TTh 6:40-8p,L. Wang,0,0,0,0,0,0,CHIN,1040,L. Wang,Spring 2007,4.37,4.23,,,6,6,True
757,EAST 1270,"China Through the Lens: History, Cinema, and Critical Discourse",17503,TTh 1-2:20p,L. Wang,0,0,0,0,0,0,EAST,1270,L. Wang,Fall 2019,4.34,4.61,6.0,9.67,15,16,True
758,EAST 1490,Word for Word: Linguistic Principles in Chinese-English Translation,17783,M 3-5:30p,Z. Li,0,0,0,0,0,0,EAST,1490,Z. Li,Fall 2018,4.31,4.78,4.6,8.6,10,11,True
759,JAPN 0100,Basic Japanese,17504,MWF 9-9:50a; TTh 9-10:20a,Team,0,0,0,0,0,0,JAPN,0100,H. Tajima,Fall 2018,4.47,4.64,5.85,9.25,40,13,False
760,JAPN 0100,Basic Japanese,17505,MWF 10-10:50a; TTh 10:30-11:50a,Team,0,0,0,0,0,0,JAPN,0100,H. Tajima,Fall 2018,4.47,4.64,5.85,9.25,40,13,False
761,JAPN 0100,Basic Japanese,17506,MWF 11-11:50a; TTh 1-2:20p,Team,0,0,0,0,0,0,JAPN,0100,H. Tajima,Fall 2018,4.47,4.64,5.85,9.25,40,13,False
762,JAPN 0100,Basic Japanese,17507,MWF 1-1:50p; TTh 2:30-3:50p,Team,0,0,0,0,0,0,JAPN,0100,H. Tajima,Fall 2018,4.47,4.64,5.85,9.25,40,13,False
763,JAPN 0100,Basic Japanese,18067,MWF 5:40-6:30p; TTh 6:40-8p,Team,0,0,0,0,0,0,JAPN,0100,H. Tajima,Fall 2018,4.47,4.64,5.85,9.25,40,13,False
764,JAPN 0200,Basic Japanese,25868,MWF 9-9:50a; TTh 9-10:20a,Team,0,0,0,0,0,0,JAPN,0200,H. Tajima,Spring 2019,4.46,4.64,5.65,8.4,52,8,False
