,Code,Title,CRN,Course Time,Professor,WRIT,DIAP,FYS,SOPH,CBLR,CSE,Department,Course Code,Previous Professor,Previous Semester,Course Rating,Previous Professor Rating,Average Hours,Maximum Hours,Number of Respondents,Class Size,Same Professor
1878,NEUR 1660,Neural Computation in Learning and Decision-Making,25431,TTh 10:30-11:50a,M. Nassar,0,0,0,0,0,0,NEUR,1660,M. Mehta,Spring 2007,4.47,4.31,,,34,45,False
1879,NEUR 1660,Neural Computation in Learning and Decision-Making,25431,TTh 10:30-11:50a,M. Nassar,0,0,0,0,0,0,NEUR,1660,D. Berson,Fall 1998,4.35,4.77,,,28,35,False
1880,NEUR 1680,Computational Neuroscience,16820,TTh 2:30-3:50p,L. Bienenstock,0,0,0,0,0,0,NEUR,1680,L. Bienenstock,Spring 2013,4.6,4.72,5.23,12.17,13,14,True
1881,NEUR 1740,The Diseased Brain: Mechanisms of Neurological and Psychiatric Disorders,15854,MW 8:30-9:50a,J. Fallon,0,0,0,0,0,0,NEUR,1740,J. Fallon,Spring 2020,4.19,4.61,3.78,8.11,9,38,True
1882,NEUR 1930N,Region of Interest: Amygdala,15870,TTh 1-2:20p,M. Linden,0,0,0,0,0,0,NEUR,1930N,M. Linden,Fall 2020,3.96,4.81,6.22,10.44,9,16,True
1883,GNSS 0090C,"Reproductive Health: Science, Politics, and the Media",27008,W 3-5:30p,TBD,1,1,1,0,0,0,GNSS,0090C,S. Fox,Spring 2021,4.04,4.76,2.71,6.86,7,20,False
1884,GNSS 0120,Introduction to Gender and Sexuality Studies,16718,MWF 1-1:50p,D. Davis,1,0,0,0,0,0,GNSS,0120,D. Davis,Fall 2019,4.06,4.34,4.57,8.94,51,67,True
1885,GNSS 0120,Introduction to Gender and Sexuality Studies,16718,MWF 1-1:50p,D. Davis,1,0,0,0,0,0,GNSS,0120,K. Lentz,Spring 2001,4.76,4.65,,,7,18,False
1886,GNSS 1711,"Speech and Silence, Trust, Rage and Fear:  An Inquiry into the Possibility of Intimacy",16719,W 3-5:30p,P. Foa,0,0,0,0,0,0,GNSS,1711,P. Foa,Fall 2016,4.22,4.49,5.42,11.0,20,22,True
1887,PHIL 0010,The Place of Persons,26112,MWF 11-11:50a,D. Christensen,1,0,0,0,0,0,PHIL,0010,D. Christensen,Spring 2020,4.36,4.76,2.18,8.91,11,71,True
1888,PHIL 0110,Ancient Greek Philosophy,17804,MWF 12-12:50p,M. Gill,1,0,0,0,0,0,PHIL,0110,A. Bjurman Pautz,Spring 2019,3.94,4.06,4.38,8.0,8,11,False
1889,PHIL 0210,Early Modern Philosophy,26916,MWF 12-12:50p,P. Guyer,1,0,0,0,0,0,PHIL,0210,D. Kutach,Spring 2011,4.49,4.75,3.5,8.25,4,7,False
1890,PHIL 0210,Early Modern Philosophy,26916,MWF 12-12:50p,P. Guyer,1,0,0,0,0,0,PHIL,0210,D. Kutach,Fall 2006,3.6,3.35,,,16,32,False
1891,PHIL 0550,Free Speech,17633,MWF 12-12:50p,Estlund/Wang,1,0,0,0,0,0,PHIL,0550,D. Estlund,Fall 2018,3.82,4.30,4.57,8.65,37,46,False
1892,PHIL 0990F,Perception,17759,W 3-5:30p,C. Hill,1,0,0,0,0,0,PHIL,0990F,A. Pautz,Spring 2016,4.74,4.82,3.0,7.17,6,6,False
1893,PHIL 1610,Decision Theory: Foundations and Applications,26797,TTh 9-10:20a,J. Dreier,0,0,0,0,0,0,PHIL,1610,D. Kutach,Spring 2008,3.8,3.16,,,4,8,False
1894,PHIL 1785,Philosophy of the Environment: Environmental Utopias,26917,MWF 9-9:50a,D. Frank,0,0,0,0,0,0,PHIL,1785,D. Frank,Spring 2021,4.0,4.89,2.33,8.83,6,15,True
1895,PHP 0310,Health Care in the United States,17103,MWF 10-10:50a,Wilson/Aubert,0,0,0,0,0,0,PHP,0310,I. Wilson,Spring 2021,,(n/a),0.0,0.0,476,476,False
1896,PHP 0310,Health Care in the United States,17103,MWF 10-10:50a,Wilson/Aubert,0,0,0,0,0,0,PHP,0310,Vincent Mor,Spring 2006,4.08,3.69,,,72,81,False
1897,PHP 0310,Health Care in the United States,17103,MWF 10-10:50a,Wilson/Aubert,0,0,0,0,0,0,PHP,0310,W. Rakowski,Fall 1999,4.03,4.17,,,87,107,False
1898,PHP 0310,Health Care in the United States,17456,M 9-9:50a,TBD,0,0,0,0,0,0,PHP,0310,I. Wilson,Spring 2021,,(n/a),0.0,0.0,476,476,False
1899,PHP 0310,Health Care in the United States,17456,M 9-9:50a,TBD,0,0,0,0,0,0,PHP,0310,Vincent Mor,Spring 2006,4.08,3.69,,,72,81,False
1900,PHP 0310,Health Care in the United States,17456,M 9-9:50a,TBD,0,0,0,0,0,0,PHP,0310,W. Rakowski,Fall 1999,4.03,4.17,,,87,107,False
1901,PHP 0310,Health Care in the United States,17457,M 11-11:50a,TBD,0,0,0,0,0,0,PHP,0310,I. Wilson,Spring 2021,,(n/a),0.0,0.0,476,476,False
1902,PHP 0310,Health Care in the United States,17457,M 11-11:50a,TBD,0,0,0,0,0,0,PHP,0310,Vincent Mor,Spring 2006,4.08,3.69,,,72,81,False
1903,PHP 0310,Health Care in the United States,17457,M 11-11:50a,TBD,0,0,0,0,0,0,PHP,0310,W. Rakowski,Fall 1999,4.03,4.17,,,87,107,False
1904,PHP 0310,Health Care in the United States,17458,M 12-12:50p,TBD,0,0,0,0,0,0,PHP,0310,I. Wilson,Spring 2021,,(n/a),0.0,0.0,476,476,False
1905,PHP 0310,Health Care in the United States,17458,M 12-12:50p,TBD,0,0,0,0,0,0,PHP,0310,Vincent Mor,Spring 2006,4.08,3.69,,,72,81,False
1906,PHP 0310,Health Care in the United States,17458,M 12-12:50p,TBD,0,0,0,0,0,0,PHP,0310,W. Rakowski,Fall 1999,4.03,4.17,,,87,107,False
1907,PHP 0310,Health Care in the United States,17459,M 1-1:50p,TBD,0,0,0,0,0,0,PHP,0310,I. Wilson,Spring 2021,,(n/a),0.0,0.0,476,476,False
1908,PHP 0310,Health Care in the United States,17459,M 1-1:50p,TBD,0,0,0,0,0,0,PHP,0310,Vincent Mor,Spring 2006,4.08,3.69,,,72,81,False
1909,PHP 0310,Health Care in the United States,17459,M 1-1:50p,TBD,0,0,0,0,0,0,PHP,0310,W. Rakowski,Fall 1999,4.03,4.17,,,87,107,False
1910,PHP 0310,Health Care in the United States,17460,M 12-12:50p,TBD,0,0,0,0,0,0,PHP,0310,I. Wilson,Spring 2021,,(n/a),0.0,0.0,476,476,False
1911,PHP 0310,Health Care in the United States,17460,M 12-12:50p,TBD,0,0,0,0,0,0,PHP,0310,Vincent Mor,Spring 2006,4.08,3.69,,,72,81,False
1912,PHP 0310,Health Care in the United States,17460,M 12-12:50p,TBD,0,0,0,0,0,0,PHP,0310,W. Rakowski,Fall 1999,4.03,4.17,,,87,107,False
1913,PHP 0310,Health Care in the United States,17461,M 5:40-6:30p,TBD,0,0,0,0,0,0,PHP,0310,I. Wilson,Spring 2021,,(n/a),0.0,0.0,476,476,False
1914,PHP 0310,Health Care in the United States,17461,M 5:40-6:30p,TBD,0,0,0,0,0,0,PHP,0310,Vincent Mor,Spring 2006,4.08,3.69,,,72,81,False
1915,PHP 0310,Health Care in the United States,17461,M 5:40-6:30p,TBD,0,0,0,0,0,0,PHP,0310,W. Rakowski,Fall 1999,4.03,4.17,,,87,107,False
1916,PHP 0310,Health Care in the United States,17462,T 10:30-11:20a,TBD,0,0,0,0,0,0,PHP,0310,I. Wilson,Spring 2021,,(n/a),0.0,0.0,476,476,False
1917,PHP 0310,Health Care in the United States,17462,T 10:30-11:20a,TBD,0,0,0,0,0,0,PHP,0310,Vincent Mor,Spring 2006,4.08,3.69,,,72,81,False
1918,PHP 0310,Health Care in the United States,17462,T 10:30-11:20a,TBD,0,0,0,0,0,0,PHP,0310,W. Rakowski,Fall 1999,4.03,4.17,,,87,107,False
1919,PHP 0310,Health Care in the United States,17463,T 12-12:50p,TBD,0,0,0,0,0,0,PHP,0310,I. Wilson,Spring 2021,,(n/a),0.0,0.0,476,476,False
1920,PHP 0310,Health Care in the United States,17463,T 12-12:50p,TBD,0,0,0,0,0,0,PHP,0310,Vincent Mor,Spring 2006,4.08,3.69,,,72,81,False
1921,PHP 0310,Health Care in the United States,17463,T 12-12:50p,TBD,0,0,0,0,0,0,PHP,0310,W. Rakowski,Fall 1999,4.03,4.17,,,87,107,False
1922,PHP 0310,Health Care in the United States,17464,T 1-1:50p,TBD,0,0,0,0,0,0,PHP,0310,I. Wilson,Spring 2021,,(n/a),0.0,0.0,476,476,False
1923,PHP 0310,Health Care in the United States,17464,T 1-1:50p,TBD,0,0,0,0,0,0,PHP,0310,Vincent Mor,Spring 2006,4.08,3.69,,,72,81,False
1924,PHP 0310,Health Care in the United States,17464,T 1-1:50p,TBD,0,0,0,0,0,0,PHP,0310,W. Rakowski,Fall 1999,4.03,4.17,,,87,107,False
1925,PHP 0310,Health Care in the United States,17465,T 2:30-3:20p,TBD,0,0,0,0,0,0,PHP,0310,I. Wilson,Spring 2021,,(n/a),0.0,0.0,476,476,False
1926,PHP 0310,Health Care in the United States,17465,T 2:30-3:20p,TBD,0,0,0,0,0,0,PHP,0310,Vincent Mor,Spring 2006,4.08,3.69,,,72,81,False
1927,PHP 0310,Health Care in the United States,17465,T 2:30-3:20p,TBD,0,0,0,0,0,0,PHP,0310,W. Rakowski,Fall 1999,4.03,4.17,,,87,107,False
1928,PHP 0310,Health Care in the United States,17466,T 6:40-7:30p,TBD,0,0,0,0,0,0,PHP,0310,I. Wilson,Spring 2021,,(n/a),0.0,0.0,476,476,False
1929,PHP 0310,Health Care in the United States,17466,T 6:40-7:30p,TBD,0,0,0,0,0,0,PHP,0310,Vincent Mor,Spring 2006,4.08,3.69,,,72,81,False
1930,PHP 0310,Health Care in the United States,17466,T 6:40-7:30p,TBD,0,0,0,0,0,0,PHP,0310,W. Rakowski,Fall 1999,4.03,4.17,,,87,107,False
1931,PHP 0310,Health Care in the United States,17467,W 9-9:50a,TBD,0,0,0,0,0,0,PHP,0310,I. Wilson,Spring 2021,,(n/a),0.0,0.0,476,476,False
1932,PHP 0310,Health Care in the United States,17467,W 9-9:50a,TBD,0,0,0,0,0,0,PHP,0310,Vincent Mor,Spring 2006,4.08,3.69,,,72,81,False
1933,PHP 0310,Health Care in the United States,17467,W 9-9:50a,TBD,0,0,0,0,0,0,PHP,0310,W. Rakowski,Fall 1999,4.03,4.17,,,87,107,False
1934,PHP 0310,Health Care in the United States,17468,W 11-11:50a,TBD,0,0,0,0,0,0,PHP,0310,I. Wilson,Spring 2021,,(n/a),0.0,0.0,476,476,False
1935,PHP 0310,Health Care in the United States,17468,W 11-11:50a,TBD,0,0,0,0,0,0,PHP,0310,Vincent Mor,Spring 2006,4.08,3.69,,,72,81,False
1936,PHP 0310,Health Care in the United States,17468,W 11-11:50a,TBD,0,0,0,0,0,0,PHP,0310,W. Rakowski,Fall 1999,4.03,4.17,,,87,107,False
1937,PHP 0310,Health Care in the United States,17469,W 12-12:50p,TBD,0,0,0,0,0,0,PHP,0310,I. Wilson,Spring 2021,,(n/a),0.0,0.0,476,476,False
1938,PHP 0310,Health Care in the United States,17469,W 12-12:50p,TBD,0,0,0,0,0,0,PHP,0310,Vincent Mor,Spring 2006,4.08,3.69,,,72,81,False
1939,PHP 0310,Health Care in the United States,17469,W 12-12:50p,TBD,0,0,0,0,0,0,PHP,0310,W. Rakowski,Fall 1999,4.03,4.17,,,87,107,False
1940,PHP 0310,Health Care in the United States,17470,W 2-2:50p,TBD,0,0,0,0,0,0,PHP,0310,I. Wilson,Spring 2021,,(n/a),0.0,0.0,476,476,False
1941,PHP 0310,Health Care in the United States,17470,W 2-2:50p,TBD,0,0,0,0,0,0,PHP,0310,Vincent Mor,Spring 2006,4.08,3.69,,,72,81,False
1942,PHP 0310,Health Care in the United States,17470,W 2-2:50p,TBD,0,0,0,0,0,0,PHP,0310,W. Rakowski,Fall 1999,4.03,4.17,,,87,107,False
1943,PHP 0310,Health Care in the United States,17471,W 12-12:50p,TBD,0,0,0,0,0,0,PHP,0310,I. Wilson,Spring 2021,,(n/a),0.0,0.0,476,476,False
1944,PHP 0310,Health Care in the United States,17471,W 12-12:50p,TBD,0,0,0,0,0,0,PHP,0310,Vincent Mor,Spring 2006,4.08,3.69,,,72,81,False
1945,PHP 0310,Health Care in the United States,17471,W 12-12:50p,TBD,0,0,0,0,0,0,PHP,0310,W. Rakowski,Fall 1999,4.03,4.17,,,87,107,False
1946,PHP 0310,Health Care in the United States,17472,W 5:40-6:30p,TBD,0,0,0,0,0,0,PHP,0310,I. Wilson,Spring 2021,,(n/a),0.0,0.0,476,476,False
1947,PHP 0310,Health Care in the United States,17472,W 5:40-6:30p,TBD,0,0,0,0,0,0,PHP,0310,Vincent Mor,Spring 2006,4.08,3.69,,,72,81,False
1948,PHP 0310,Health Care in the United States,17472,W 5:40-6:30p,TBD,0,0,0,0,0,0,PHP,0310,W. Rakowski,Fall 1999,4.03,4.17,,,87,107,False
1949,PHP 0310,Health Care in the United States,17473,Th 10:30-11:20a,TBD,0,0,0,0,0,0,PHP,0310,I. Wilson,Spring 2021,,(n/a),0.0,0.0,476,476,False
1950,PHP 0310,Health Care in the United States,17473,Th 10:30-11:20a,TBD,0,0,0,0,0,0,PHP,0310,Vincent Mor,Spring 2006,4.08,3.69,,,72,81,False
1951,PHP 0310,Health Care in the United States,17473,Th 10:30-11:20a,TBD,0,0,0,0,0,0,PHP,0310,W. Rakowski,Fall 1999,4.03,4.17,,,87,107,False
1952,PHP 0310,Health Care in the United States,17474,Th 12-12:50p,TBD,0,0,0,0,0,0,PHP,0310,I. Wilson,Spring 2021,,(n/a),0.0,0.0,476,476,False
1953,PHP 0310,Health Care in the United States,17474,Th 12-12:50p,TBD,0,0,0,0,0,0,PHP,0310,Vincent Mor,Spring 2006,4.08,3.69,,,72,81,False
1954,PHP 0310,Health Care in the United States,17474,Th 12-12:50p,TBD,0,0,0,0,0,0,PHP,0310,W. Rakowski,Fall 1999,4.03,4.17,,,87,107,False
1955,PHP 0310,Health Care in the United States,17475,Th 1-1:50p,TBD,0,0,0,0,0,0,PHP,0310,I. Wilson,Spring 2021,,(n/a),0.0,0.0,476,476,False
1956,PHP 0310,Health Care in the United States,17475,Th 1-1:50p,TBD,0,0,0,0,0,0,PHP,0310,Vincent Mor,Spring 2006,4.08,3.69,,,72,81,False
1957,PHP 0310,Health Care in the United States,17475,Th 1-1:50p,TBD,0,0,0,0,0,0,PHP,0310,W. Rakowski,Fall 1999,4.03,4.17,,,87,107,False
1958,PHP 0310,Health Care in the United States,17476,Th 2:30-3:20p,TBD,0,0,0,0,0,0,PHP,0310,I. Wilson,Spring 2021,,(n/a),0.0,0.0,476,476,False
1959,PHP 0310,Health Care in the United States,17476,Th 2:30-3:20p,TBD,0,0,0,0,0,0,PHP,0310,Vincent Mor,Spring 2006,4.08,3.69,,,72,81,False
1960,PHP 0310,Health Care in the United States,17476,Th 2:30-3:20p,TBD,0,0,0,0,0,0,PHP,0310,W. Rakowski,Fall 1999,4.03,4.17,,,87,107,False
1961,PHP 0310,Health Care in the United States,17477,Th 6:40-7:30p,TBD,0,0,0,0,0,0,PHP,0310,I. Wilson,Spring 2021,,(n/a),0.0,0.0,476,476,False
1962,PHP 0310,Health Care in the United States,17477,Th 6:40-7:30p,TBD,0,0,0,0,0,0,PHP,0310,Vincent Mor,Spring 2006,4.08,3.69,,,72,81,False
1963,PHP 0310,Health Care in the United States,17477,Th 6:40-7:30p,TBD,0,0,0,0,0,0,PHP,0310,W. Rakowski,Fall 1999,4.03,4.17,,,87,107,False
1964,PHP 0310,Health Care in the United States,17478,F 12-12:50p,TBD,0,0,0,0,0,0,PHP,0310,I. Wilson,Spring 2021,,(n/a),0.0,0.0,476,476,False
1965,PHP 0310,Health Care in the United States,17478,F 12-12:50p,TBD,0,0,0,0,0,0,PHP,0310,Vincent Mor,Spring 2006,4.08,3.69,,,72,81,False
1966,PHP 0310,Health Care in the United States,17478,F 12-12:50p,TBD,0,0,0,0,0,0,PHP,0310,W. Rakowski,Fall 1999,4.03,4.17,,,87,107,False
1967,PHP 0310,Health Care in the United States,17479,F 1-1:50p,TBD,0,0,0,0,0,0,PHP,0310,I. Wilson,Spring 2021,,(n/a),0.0,0.0,476,476,False
1968,PHP 0310,Health Care in the United States,17479,F 1-1:50p,TBD,0,0,0,0,0,0,PHP,0310,Vincent Mor,Spring 2006,4.08,3.69,,,72,81,False
1969,PHP 0310,Health Care in the United States,17479,F 1-1:50p,TBD,0,0,0,0,0,0,PHP,0310,W. Rakowski,Fall 1999,4.03,4.17,,,87,107,False
1970,PHP 0310,Health Care in the United States,17480,F 2-2:50p,TBD,0,0,0,0,0,0,PHP,0310,I. Wilson,Spring 2021,,(n/a),0.0,0.0,476,476,False
1971,PHP 0310,Health Care in the United States,17480,F 2-2:50p,TBD,0,0,0,0,0,0,PHP,0310,Vincent Mor,Spring 2006,4.08,3.69,,,72,81,False
1972,PHP 0310,Health Care in the United States,17480,F 2-2:50p,TBD,0,0,0,0,0,0,PHP,0310,W. Rakowski,Fall 1999,4.03,4.17,,,87,107,False
1973,PHP 0310,Health Care in the United States,17481,Course offered online,TBD,0,0,0,0,0,0,PHP,0310,I. Wilson,Spring 2021,,(n/a),0.0,0.0,476,476,False
1974,PHP 0310,Health Care in the United States,17481,Course offered online,TBD,0,0,0,0,0,0,PHP,0310,Vincent Mor,Spring 2006,4.08,3.69,,,72,81,False
1975,PHP 0310,Health Care in the United States,17481,Course offered online,TBD,0,0,0,0,0,0,PHP,0310,W. Rakowski,Fall 1999,4.03,4.17,,,87,107,False
1976,PHP 0310,Health Care in the United States,17482,Course offered online,TBD,0,0,0,0,0,0,PHP,0310,I. Wilson,Spring 2021,,(n/a),0.0,0.0,476,476,False
1977,PHP 0310,Health Care in the United States,17482,Course offered online,TBD,0,0,0,0,0,0,PHP,0310,Vincent Mor,Spring 2006,4.08,3.69,,,72,81,False
1978,PHP 0310,Health Care in the United States,17482,Course offered online,TBD,0,0,0,0,0,0,PHP,0310,W. Rakowski,Fall 1999,4.03,4.17,,,87,107,False
1979,PHP 0320,Introduction to Public Health,25632,MWF 10-10:50a,M. Clark,0,0,0,0,0,0,PHP,0320,M. Laws,Fall 2018,3.3,3.74,3.24,6.69,42,129,False
1980,PHP 0320,Introduction to Public Health,27252,M 5-5:50p,TBD,0,0,0,0,0,0,PHP,0320,M. Laws,Fall 2018,3.3,3.74,3.24,6.69,42,129,False
1981,PHP 0320,Introduction to Public Health,27253,M 6-6:50p,TBD,0,0,0,0,0,0,PHP,0320,M. Laws,Fall 2018,3.3,3.74,3.24,6.69,42,129,False
1982,PHP 0320,Introduction to Public Health,27254,M 7-7:50p,TBD,0,0,0,0,0,0,PHP,0320,M. Laws,Fall 2018,3.3,3.74,3.24,6.69,42,129,False
1983,PHP 0320,Introduction to Public Health,27255,M 8-8:50p,TBD,0,0,0,0,0,0,PHP,0320,M. Laws,Fall 2018,3.3,3.74,3.24,6.69,42,129,False
1984,PHP 0320,Introduction to Public Health,27256,M 6-6:50p,TBD,0,0,0,0,0,0,PHP,0320,M. Laws,Fall 2018,3.3,3.74,3.24,6.69,42,129,False
1985,PHP 0320,Introduction to Public Health,27257,T 12-12:50p,TBD,0,0,0,0,0,0,PHP,0320,M. Laws,Fall 2018,3.3,3.74,3.24,6.69,42,129,False
1986,PHP 0320,Introduction to Public Health,27258,T 12-12:50p,TBD,0,0,0,0,0,0,PHP,0320,M. Laws,Fall 2018,3.3,3.74,3.24,6.69,42,129,False
1987,PHP 0320,Introduction to Public Health,27259,T 5-5:50p,TBD,0,0,0,0,0,0,PHP,0320,M. Laws,Fall 2018,3.3,3.74,3.24,6.69,42,129,False
1988,PHP 0320,Introduction to Public Health,27260,T 6-6:50p,TBD,0,0,0,0,0,0,PHP,0320,M. Laws,Fall 2018,3.3,3.74,3.24,6.69,42,129,False
1989,PHP 0320,Introduction to Public Health,27261,T 6-6:50p,TBD,0,0,0,0,0,0,PHP,0320,M. Laws,Fall 2018,3.3,3.74,3.24,6.69,42,129,False
1990,PHP 0320,Introduction to Public Health,27262,T 7-7:50p,TBD,0,0,0,0,0,0,PHP,0320,M. Laws,Fall 2018,3.3,3.74,3.24,6.69,42,129,False
1991,PHP 0320,Introduction to Public Health,27263,T 8-8:50p,TBD,0,0,0,0,0,0,PHP,0320,M. Laws,Fall 2018,3.3,3.74,3.24,6.69,42,129,False
1992,PHP 0320,Introduction to Public Health,27264,Course offered online,TBD,0,0,0,0,0,0,PHP,0320,M. Laws,Fall 2018,3.3,3.74,3.24,6.69,42,129,False
1993,PHP 0700,Global Public Health Interventions,26688,TTh 2:30-3:50p,J. Pellowski,0,0,0,0,0,0,PHP,0700,J. Pellowski,Spring 2021,0.03,0.03,0.03,0.03,39,39,True
1994,PHP 1100,Comparative Health Care Systems,17107,MW 8:30-9:50a,C. Sammartino,0,1,0,0,0,0,PHP,1100,T. Empkie,Spring 2009,4.43,4.16,,,27,32,False
1995,PHP 1501,Essentials of Data Analysis,17109,TTh 1-2:20p,R. Gutman,0,0,0,0,0,0,PHP,1501,R. Gutman,Fall 2020,3.93,4.49,4.05,7.4,43,96,True
1996,PHP 1501,Essentials of Data Analysis,17110,M 2-2:50p,R. Gutman,0,0,0,0,0,0,PHP,1501,R. Gutman,Fall 2020,3.93,4.49,4.05,7.4,43,96,True
1997,PHP 1501,Essentials of Data Analysis,17111,W 1-1:50p,R. Gutman,0,0,0,0,0,0,PHP,1501,R. Gutman,Fall 2020,3.93,4.49,4.05,7.4,43,96,True
1998,PHP 1501,Essentials of Data Analysis,17112,F 9-9:50a,R. Gutman,0,0,0,0,0,0,PHP,1501,R. Gutman,Fall 2020,3.93,4.49,4.05,7.4,43,96,True
1999,PHP 1501,Essentials of Data Analysis,17113,F 11-11:50a,R. Gutman,0,0,0,0,0,0,PHP,1501,R. Gutman,Fall 2020,3.93,4.49,4.05,7.4,43,96,True
2000,PHP 1540,Alcohol Use and Misuse,17116,TTh 9-10:20a,J. Merrill,0,0,0,0,0,0,PHP,1540,K. Carey,Fall 2019,4.02,4.51,3.29,7.21,14,19,False
2001,PHP 1610,"Tobacco, Disease and the Industry: cigs, e-cigs and more",25639,T 1:30-4p,J. Ahluwalia,0,0,0,0,0,0,PHP,1610,J. Ahluwalia,Spring 2019,4.07,4.68,3.46,7.31,13,13,True
2002,PHP 1680I,"Pathology to Power:  Disability, Health and Community",17122,W 3-5:30p,S. Skeels,0,1,0,0,0,0,PHP,1680I,S. Skeels,Fall 2020,4.43,4.86,2.76,5.24,17,42,True
2003,PHP 1680I,"Pathology to Power:  Disability, Health and Community",17122,W 3-5:30p,S. Skeels,0,1,0,0,0,0,PHP,1680I,B. Becker,Fall 2009,4.39,4.25,2.68,7.56,49,66,False
2004,PHP 1680I,"Pathology to Power:  Disability, Health and Community",17122,W 3-5:30p,S. Skeels,0,1,0,0,0,0,PHP,1680I,B. Becker,Fall 2007,4.57,4.48,,,22,38,False
2005,PHP 1680I,"Pathology to Power:  Disability, Health and Community",17532,W 7-7:50p,S. Skeels,0,1,0,0,0,0,PHP,1680I,S. Skeels,Fall 2020,4.43,4.86,2.76,5.24,17,42,True
2006,PHP 1680I,"Pathology to Power:  Disability, Health and Community",17532,W 7-7:50p,S. Skeels,0,1,0,0,0,0,PHP,1680I,B. Becker,Fall 2009,4.39,4.25,2.68,7.56,49,66,False
2007,PHP 1680I,"Pathology to Power:  Disability, Health and Community",17532,W 7-7:50p,S. Skeels,0,1,0,0,0,0,PHP,1680I,B. Becker,Fall 2007,4.57,4.48,,,22,38,False
2008,PHP 1680I,"Pathology to Power:  Disability, Health and Community",17533,Th 12-12:50p,S. Skeels,0,1,0,0,0,0,PHP,1680I,S. Skeels,Fall 2020,4.43,4.86,2.76,5.24,17,42,True
2009,PHP 1680I,"Pathology to Power:  Disability, Health and Community",17533,Th 12-12:50p,S. Skeels,0,1,0,0,0,0,PHP,1680I,B. Becker,Fall 2009,4.39,4.25,2.68,7.56,49,66,False
2010,PHP 1680I,"Pathology to Power:  Disability, Health and Community",17533,Th 12-12:50p,S. Skeels,0,1,0,0,0,0,PHP,1680I,B. Becker,Fall 2007,4.57,4.48,,,22,38,False
2011,PHP 1680I,"Pathology to Power:  Disability, Health and Community",17534,Th 6:40-7:30p,S. Skeels,0,1,0,0,0,0,PHP,1680I,S. Skeels,Fall 2020,4.43,4.86,2.76,5.24,17,42,True
2012,PHP 1680I,"Pathology to Power:  Disability, Health and Community",17534,Th 6:40-7:30p,S. Skeels,0,1,0,0,0,0,PHP,1680I,B. Becker,Fall 2009,4.39,4.25,2.68,7.56,49,66,False
2013,PHP 1680I,"Pathology to Power:  Disability, Health and Community",17534,Th 6:40-7:30p,S. Skeels,0,1,0,0,0,0,PHP,1680I,B. Becker,Fall 2007,4.57,4.48,,,22,38,False
2014,PHP 1680I,"Pathology to Power:  Disability, Health and Community",17535,F 12-12:50p,S. Skeels,0,1,0,0,0,0,PHP,1680I,S. Skeels,Fall 2020,4.43,4.86,2.76,5.24,17,42,True
2015,PHP 1680I,"Pathology to Power:  Disability, Health and Community",17535,F 12-12:50p,S. Skeels,0,1,0,0,0,0,PHP,1680I,B. Becker,Fall 2009,4.39,4.25,2.68,7.56,49,66,False
2016,PHP 1680I,"Pathology to Power:  Disability, Health and Community",17535,F 12-12:50p,S. Skeels,0,1,0,0,0,0,PHP,1680I,B. Becker,Fall 2007,4.57,4.48,,,22,38,False
2017,PHP 1700,Current Topics in Environmental Health,17127,TTh 10:30-11:50a,K. Kelsey,0,0,0,0,0,0,PHP,1700,K. Kelsey,Fall 2020,4.01,4.44,2.0,4.68,25,65,True
2018,PHP 1802S,Human Security and Humanitarian Response:  Increasing Effectiveness and Accountability,18051,TTh 2:30-3:50p,A. Levine,0,0,0,0,0,0,PHP,1802S,A. Levine,Spring 2020,4.06,4.44,2.88,9.13,8,34,True
2019,PHP 1820,Designing Education for Better Prisoner and Community Health,25644,MW 3-4:20p,B. Brockmann,0,1,0,0,1,0,PHP,1820,B. Brockmann,Spring 2021,4.22,4.67,5.6,10.4,5,25,True
2020,PHP 1854,The Epidemiology and Control of Infectious Diseases,25645,MW 9-10:20a,A. Bengtson,0,0,0,0,0,0,PHP,1854,A. Bengtson,Spring 2020,4.05,4.69,2.88,6.25,8,27,True
2021,PHP 1880,"Meditation, Mindfulness and Health",17128,TTh 2:30-3:50p,E. Loucks,0,0,0,0,0,0,PHP,1880,E. Loucks,Fall 2020,3.92,4.48,3.36,7.64,14,44,True
2022,PHP 1890,The Craving Mind,17129,W 3-5:30p,J. Brewer,0,0,0,0,0,0,PHP,1890,J. Brewer,Fall 2019,4.44,4.78,4.04,7.62,26,28,True
2023,PHP 1900,Epidemiology of Disorders and Diseases of Childhood and Young Adulthood,17130,M 9-11:30a,A. Field,0,0,0,0,0,0,PHP,1900,A. Field,Spring 2019,3.77,4.50,6.73,9.91,11,15,True
2024,PHP 1910,Public Health Senior Seminar,17131,W 3-5:30p,J. Ahluwalia,1,0,0,0,0,0,PHP,1910,M. Lurie,Fall 2010,3.6,3.77,3.28,8.55,27,32,False
2025,PHP 1910,Public Health Senior Seminar,17131,W 3-5:30p,J. Ahluwalia,1,0,0,0,0,0,PHP,1910,L. Monteiro,Fall 1996,3.69,3.43,,,18,23,False
2026,PHP 1910,Public Health Senior Seminar,17132,W 3-5:30p,K. Konnyu,1,0,0,0,0,0,PHP,1910,M. Lurie,Fall 2010,3.6,3.77,3.28,8.55,27,32,False
2027,PHP 1910,Public Health Senior Seminar,17132,W 3-5:30p,K. Konnyu,1,0,0,0,0,0,PHP,1910,L. Monteiro,Fall 1996,3.69,3.43,,,18,23,False
